id,title,overview,genres,poster_url
21032,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.","Family, Animation, Adventure",https://image.tmdb.org/t/p/w500/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg
228970,Wild,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,Drama,https://image.tmdb.org/t/p/w500/ohhWI4Xwf4m4HjbQiIkyAhLekUy.jpg
4437,2010,"While planet Earth poises on the brink of nuclear self-destruction, a team of Russian and American scientists aboard the Leonov hurtles to a rendezvous with the still-orbiting Discovery spacecraft and its sole known survivor, the homicidal computer HAL.","Thriller, Science Fiction",https://image.tmdb.org/t/p/w500/mEWKXuCMv7mFMxXVSTI3v8UOQuq.jpg
894169,Vendetta,"When his daughter is murdered, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug responsible for her death, he finds himself in the middle of a war with the thug's brother, father, and their gang, who are equally hell-bent on getting even. What ensues is a tense back-and-forth game of vengeance. By the end, William comes to find that the quest for revenge never has a winner.","Action, Crime",https://image.tmdb.org/t/p/w500/bvhmqU6GUkigo6SSYL3ttkBhNER.jpg
201,Star Trek: Nemesis,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.","Science Fiction, Action, Adventure, Thriller",https://image.tmdb.org/t/p/w500/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg
30374,Crack in the World,"Dr. Steven Sorenson plans to tap the geothermal energy of the Earth's interior by means of a thermonuclear device detonated deep within the Earth. This experiment causes a crack to form and grow within the Earth's crust, which threatens to split the earth in two if it is not stopped in time.","Science Fiction, Action",https://image.tmdb.org/t/p/w500/jIzwXn0pU5wjOkzzRvO79gb2KjT.jpg
3604,Flash Gordon,A football player and his mates travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,"Science Fiction, Adventure, Action",https://image.tmdb.org/t/p/w500/eTdEaRjtVnFbd5KVhxLRfbYW46e.jpg
424488,Megan Leavey,"The true story of Marine Corporal Megan Leavey, who forms a powerful bond with an aggressive combat dog, Rex. While deployed in Iraq, the two complete more than 100 missions and save countless lives, until an IED explosion puts their faithfulness to the test.","Drama, War",https://image.tmdb.org/t/p/w500/Tknz5ijgdxL7xAyErQvlLRjOSb.jpg
13683,Tarzan & Jane,"With the first anniversary of her wedding to Tarzan beckoning, Jane ponders how to make it the perfect English celebration.","Animation, Family",https://image.tmdb.org/t/p/w500/esRxshmD2BY1UPkiUHt7Gn2mksl.jpg
13767,The Santa Clause 3: The Escape Clause,"Now that Santa and Mrs. Claus have the North Pole running smoothly, the Counsel of Legendary Figures has called an emergency meeting on Christmas Eve! The evil Jack Frost has been making trouble, looking to take over the holiday! So he launches a plan to sabotage the toy factory and compel Scott to invoke the little-known Escape Clause and wish he'd never become Santa.","Comedy, Family, Adventure",https://image.tmdb.org/t/p/w500/2aGtjBH3birXp5KvZgwr1fLZXsi.jpg
4421,G.I. Jane,"In response to political pressure from Senator Lillian DeHaven, the U.S. Navy begins a program that would allow for the eventual integration of women into its combat services. The program begins with a single trial candidate, Lieutenant Jordan O'Neil, who is chosen specifically for her femininity. O'Neil enters the grueling Navy SEAL training program under the command of Master Chief John James Urgayle, who unfairly pushes O'Neil until her determination wins his respect.","Action, Drama",https://image.tmdb.org/t/p/w500/6yBgZJYqaR4XkxwjsB9tS4GK1ZN.jpg
26317,Man with a Movie Camera,"A cameraman wanders around with a camera slung over his shoulder, documenting urban life with dazzling inventiveness.",Documentary,https://image.tmdb.org/t/p/w500/vJgAdgJWX54v0oXfIvhwjlZnmgn.jpg
844185,Unfrosted,"In a time when breakfast is ruled by milk and cereal, a fierce corporate battle begins over a revolutionary new pastry.","Comedy, History",https://image.tmdb.org/t/p/w500/zxcpbkiyv81u1frI7b0f6qaYufE.jpg
29617,Remember the Night,Unexpected love blossoms when an assistant district attorney agrees to take a recidivist shoplifter home so she doesn't have to spend Christmas alone in jail.,"Comedy, Romance",https://image.tmdb.org/t/p/w500/jHGXPEERDrBZpscGbRTP5HHyeOm.jpg
14676,A Man Called Horse,"In 1825, English peer Lord John Morgan is cast adrift in the American West. Captured by Sioux Indians, Morgan is at first targeted for quick extinction, but the tribesmen sense that he is worthy of survival. He eventually passes the many necessary tests that will permit him to become a member of the tribe.","Western, Drama",https://image.tmdb.org/t/p/w500/gvo0LMk5EWwsypsXl2i25D83ztm.jpg
859,Dangerous Liaisons,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.","Drama, Romance",https://image.tmdb.org/t/p/w500/7etDozwd9Pf5oCcyo4h1Hki6U13.jpg
11814,Weird Science,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.","Comedy, Fantasy, Science Fiction",https://image.tmdb.org/t/p/w500/jaEauZd2joSAKn42D83gm3S0y3F.jpg
969686,4 Horsemen: Apocalypse,A small team of scientists must race against time to stop what seems to be a cascade of global disasters signaling the possible apocalypse and end of days.,"Science Fiction, Horror",https://image.tmdb.org/t/p/w500/dt3mo4tArf2llDiht91cnvUtSgT.jpg
1107215,"My Mom, God and Sylvie Vartan","In 1963, Esther gives birth to Roland, the youngest of a large family. Roland is born with a club foot that prevents him from standing. Against everyone's advice, she promises her son that he will walk like the others and that he will have a fabulous life. From then on, Esther will do everything in her power to keep this promise. Through decades of trials and miracles of life, this film is the story of a true, funny and moving story, that of an incredible destiny and the greatest love there is: that of a mother for her child.","Drama, Comedy",https://image.tmdb.org/t/p/w500/sIYUhbkjgedkYuiQ9MW3fzyc7Gf.jpg
417936,Accidentally Engaged,"When unsuccessful actress Clarissa returns to her hometown for a wedding and tries to impress her old friends by claiming she's dating big time celebrity Chas Hunter, she suddenly finds herself in a comically false engagement when her lies go public and Chas decides to join the festivities in a stunt to escape bad press.","Comedy, Romance, TV Movie",https://image.tmdb.org/t/p/w500/lArOsPsD5e0W0paC7vReirclHNw.jpg
11849,Dungeons & Dragons,"The Empire of Izmer is a divided land: elite magicians called “mages” rule while lowly commoners are powerless. When Empress Savina vows to bring equality and prosperity to her land, the evil mage Profion plots to depose her.","Drama, Adventure, Fantasy",https://image.tmdb.org/t/p/w500/jJCo92G0UMtO6qSjTxkKUiiyTgo.jpg
13335,Harold & Kumar Escape from Guantanamo Bay,"Having satisfied their urge for White Castle, Harold and Kumar jump on a plane to catch up with Harold's love interest, who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.","Comedy, Adventure",https://image.tmdb.org/t/p/w500/gmXKlm8c8O7JEISYP4WiWq2x3We.jpg
41436,Paranormal Activity 2,"Just as Daniel and Kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare.","Horror, Mystery",https://image.tmdb.org/t/p/w500/gfdrkBZAyUUXJJ2iLQe03SAYRD3.jpg
9641,Cheaper by the Dozen 2,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children.","Comedy, Family, Adventure",https://image.tmdb.org/t/p/w500/wD68dEtcKuboxd8bhbqiTTxn6cX.jpg
1164,Babel,"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world.",Drama,https://image.tmdb.org/t/p/w500/cDy5iZL2C01jiT5wDSE4jOvoT52.jpg
436459,Almost Friends,"A man in his mid-20s, still living at home with his mother and stepfather, puts all his eggs in one basket: the girl who works at his local coffee shop. The problem is, she has a serious boyfriend. As they become closer, the line between friendship and intimacy is blurred, and the situation forces both to examine where they are in their lives.","Drama, Comedy",https://image.tmdb.org/t/p/w500/uJMknKxZagbhAYiiMjEaFnsZzRR.jpg
1128559,Super/Man: The Christopher Reeve Story,"Christopher Reeve portrayed the Man of Steel in four Superman films and played dozens of other roles that displayed his talent and range as an actor, before being injured in a near-fatal horse-riding accident in 1995 that left him paralyzed from the neck down. After becoming a quadriplegic, he became a charismatic leader and activist in the quest to find a cure for spinal cord injuries, as well as a passionate advocate for disability rights and care.",Documentary,https://image.tmdb.org/t/p/w500/73WchlI0Hj4HQd0T2KOztKquOek.jpg
382517,Open Season: Scared Silly,"The humans and animals believe a werewolf is on the loose, and former hunter Shaw uses the opportunity to re-open the season. Boog, Elliot, and Mr. Weenie have to face their fears and find the werewolf to get the season closed permanently.","Animation, Comedy, Family, Adventure",https://image.tmdb.org/t/p/w500/tFD3HdVIXVbvVixIGhNmJBaqyAI.jpg
122089,Something in the Air,During the 1970s a student named Gilles gets entangled in contemporary political turmoils although he would rather just be a creative artist. While torn between his solidarity to his friends and his personal ambitions he falls in love with Christine.,"Romance, Drama",https://image.tmdb.org/t/p/w500/lNK5WkNlTyi6FbHMaCYYBCoKL88.jpg
23446,One Piece: Clockwork Island Adventure,"Relaxing on a cozy beach, the Straw Hat Pirates are taking a rest from their quest. Right until Luffy noticed the Going Merry has been hijacked and sailed off from the beach. This leads them to search the ship and find the thief who took it from them. They ran into a duo named the Theif Brothers, who informed them that their ship was stolen by a group of pirates called the Trump Kyoudai. When they encountered the Trump Pirates, Nami ended up getting kidnapped as well as Luffy's hat. They tracked down the pirates to their base on Clockwork Island. Now Luffy, Zoro, Sanji, Usopp, and the Theif Brothers must reclaim the Going Merry, Save Nami, and get back Shank's straw hat.","Action, Animation, Adventure",https://image.tmdb.org/t/p/w500/yVr6EHUIrYpxRHACWkJoJTsFJX.jpg
205022,Chennai Express,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.","Romance, Comedy, Action",https://image.tmdb.org/t/p/w500/9LZgpUyFEvqHaDVuveE002mhgTi.jpg
10150,The Last Unicorn,"From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.","Fantasy, Animation, Family, Adventure",https://image.tmdb.org/t/p/w500/2MhDPbadE2ha83qiFwUHPgmKLnV.jpg
452507,1922,"A simple yet proud rancher conspires to murder his wife for financial gain, convincing his teenage son to participate.","Horror, Crime, Drama",https://image.tmdb.org/t/p/w500/q4FQOiSRhTLWulHl5Vpg37FMArH.jpg
672582,The Deep House,"While diving in a remote French lake, a couple of YouTubers who specialise in underwater exploration videos discover a house submerged in the deep waters. What was initially a unique finding soon turns into a nightmare when they discover that the house was the scene of atrocious crimes. Trapped, with their oxygen reserves falling dangerously, they realise the worst is yet to come: they are not alone in the house.","Horror, Mystery",https://image.tmdb.org/t/p/w500/52E0LGcMKHOO91P4j6hdHKVwITP.jpg
637113,Square One,An investigation into the original 1993 Michael Jackson allegations brought by the Chandler family.,"Documentary, Crime, Drama",https://image.tmdb.org/t/p/w500/sVsAd5QoMbzEBt2U3WnzwAGD0dU.jpg
133521,Shameless,"In an incendiary story of love, desire, and betrayal between siblings, the rebellious young Tadek returns to his half-sister Anka’s home in search of solace and affection. Bound together by a painful shared family history, brother and sister must find a way to break free in order to survive. This formidable debut fearlessly yet tenderly explores one of society’s last taboos.","Drama, Romance",https://image.tmdb.org/t/p/w500/x3Fkr2cGZa8PYIAjFskbHOPmdQr.jpg
388399,Patriots Day,"In the aftermath of an unspeakable act of terror, Police Sergeant Tommy Saunders joins courageous survivors, first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.","Action, Crime, Drama, History, Thriller",https://image.tmdb.org/t/p/w500/mIDxsJTrOC7NhgOo3GziiHyKfsQ.jpg
62215,Melancholia,"Justine and Michael are celebrating their marriage at a sumptuous party in the home of her sister Claire, and brother-in-law John. Despite Claire’s best efforts, the wedding is a fiasco, with family tensions mounting and relationships fraying. Meanwhile, a planet called Melancholia is heading directly towards Earth…","Drama, Science Fiction",https://image.tmdb.org/t/p/w500/fMneszMiQuTKY8JUXrGGB5vwqJf.jpg
172,Star Trek V: The Final Frontier,A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,"Science Fiction, Action, Adventure, Thriller",https://image.tmdb.org/t/p/w500/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg
8967,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.","Drama, Fantasy",https://image.tmdb.org/t/p/w500/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg
3782,Ikiru,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",Drama,https://image.tmdb.org/t/p/w500/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg
351819,Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,"Romance, Comedy",https://image.tmdb.org/t/p/w500/fYRiZ3vJuuCYb9H7HXfpjKO9Jd6.jpg
293768,Kidnap,A mother (in her Minivan) stops at nothing to recover her kidnapped son.,"Action, Thriller",https://image.tmdb.org/t/p/w500/fwdOX3PEZlOLXr9SMpgRnSmTVFp.jpg
175,The Big Blue,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.","Romance, Drama, Adventure",https://image.tmdb.org/t/p/w500/3t5t7yaFiTJQlqxiTkXJMFZdkh3.jpg
319888,Eddie the Eagle,"The feel-good story of Michael 'Eddie' Edwards, an unlikely but courageous British ski-jumper who never stopped believing in himself—even as an entire nation was counting him out. With the help of a rebellious and charismatic coach, Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.","Comedy, Drama, History, Adventure",https://image.tmdb.org/t/p/w500/r562gvTRVHnDSvG7MrKHEECSn1V.jpg
1727,Bird on a Wire,"An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge.","Action, Adventure, Comedy, Romance",https://image.tmdb.org/t/p/w500/liMWv3o05MbXV0QoDdFNsincUxa.jpg
845387,maboroshi,"A factory explosion plunges a small town into a timeless freeze, leaving teenage Masamune and his pals to grapple with a quickly collapsing reality.","Animation, Drama, Romance, Fantasy",https://image.tmdb.org/t/p/w500/7kzoPEasqFZGPGHj1imsLtTM20k.jpg
77617,Detective Conan: Quarter of Silence,"The explosion of a new Tokyo Subway line leads Conan and his friends in a snow-clad village. Here, after eight years, the little detective sheds light on the dynamics behind the shocking event that caused the death of a woman and the coma of a 15-year-old boy. Under the beautiful snow, Conan gets involved in something bigger than him.","Animation, Action, Crime, Mystery",https://image.tmdb.org/t/p/w500/9bNsqXpPKSdcqPeBgWg9HsrwYJe.jpg
881460,Planet Dune,A crew on a mission to rescue a marooned base on a desert planet turns deadly when the crew finds themselves hunted and attacked by the planet’s apex predators: giant sand worms.,"Science Fiction, Horror, Adventure",https://image.tmdb.org/t/p/w500/cPSPghn6tr6fGY6hTi78SrxBcqY.jpg
444090,The Ash Lad: In the Hall of the Mountain King,"Espen “Ash Lad”, a poor farmer’s son, embarks on a dangerous quest with his brothers to save the princess from a vile troll known as the Mountain King – in order to collect a reward and save his family’s farm from ruin.","Adventure, Fantasy",https://image.tmdb.org/t/p/w500/uyJEfpAflLCkqn6PFHu9EHxmbI6.jpg
460793,Olaf's Frozen Adventure,"Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff.","Animation, Family, Adventure, Comedy, Fantasy",https://image.tmdb.org/t/p/w500/As8WTtxXs9e3cBit3ztTf7zoRmm.jpg
15144,Sixteen Candles,"With the occasion all but overshadowed by her sister's upcoming wedding, angst-ridden Samantha faces her 16th birthday with typical adolescent dread. Samantha pines for studly older boy Jake, but worries that her chastity will be a turnoff for the popular senior. Meanwhile, she must constantly rebuff the affections of nerdy Ted, who is unfortunately the only boy in school who seems to take an interest in her.","Comedy, Romance",https://image.tmdb.org/t/p/w500/hgIDeDxu21fxoqfvBKMN0K7pLmU.jpg
11620,Quo Vadis,"After fierce Roman commander Marcus Vinicius becomes infatuated with beautiful Christian hostage Lygia, he begins to question the tyrannical leadership of the despotic emperor Nero.","Drama, History, Romance",https://image.tmdb.org/t/p/w500/n8SvyuJK1lwx5lISE4J1VwF8KTU.jpg
25405,Taking Chance,"Lt. Col. Michael Strobl, a volunteer military escort accompanies the body of Lance Cpl. Chance Phelps to his hometown in Wyoming.","Drama, War, TV Movie",https://image.tmdb.org/t/p/w500/q0RjelNIn0zEi9nhSqQgDTbmXux.jpg
255343,Escobar: Paradise Lost,"For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business.","Thriller, Romance",https://image.tmdb.org/t/p/w500/4HngNLzCmUYCPB8FbxSZWN0eDKM.jpg
1146348,"Scooby-Doo! and Krypto, Too!","When the Justice League goes missing and villains overrun Metropolis, there's only one team that can solve this mystery: Scooby-Doo and the gang! But wait, there's a new dog in town – Krypto – Superman's Superdog with Super Powers. Mystery Inc. will need all the help it can get when phantoms menace the Justice League's headquarters.","Animation, Family, Mystery, Fantasy, Comedy",https://image.tmdb.org/t/p/w500/kllOhDl3DyApQZ78pffMH1C2ZIn.jpg
293,A River Runs Through It,"The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess where they've been and where they're going.","Drama, Family",https://image.tmdb.org/t/p/w500/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg
10413,Nowhere to Run,Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.,"Action, Drama, Thriller, Romance",https://image.tmdb.org/t/p/w500/a2FGbyzk2dTAlu37iGeQBbUjLLE.jpg
362227,Night of Something Strange,"Five teenage friends set out for the beach on their Spring Break vacation. Good times are cut short when one of the group, Carrie, contracts a deadly sexual transmitted disease during a bathroom stop. When they stop for the night at an isolated motel, the real terror begins when the STD virus starts running rampant, turning those infected into the living dead.","Comedy, Horror",https://image.tmdb.org/t/p/w500/4pzLkqluK3CoFBPtLx5fEVeRSaP.jpg
29903,Barbarian Queen,"Set during the days of the Roman Empire. A simple village is raided by Roman troops, and most of the people are whisked off to be slaves or killed. Three women survive and set off to liberate their people. When they arrive at the Roman city, they team up with the local underground to seek vengeance and liberation of the slaves","Adventure, Fantasy",https://image.tmdb.org/t/p/w500/u1W6PBK6okOq2D9uJK5UKSyOFEP.jpg
342878,One Wild Moment,"Antoine and Laurent, old friends, spend their vacation in Corsica with their respective daughters: seventeen-year-old Louna and eighteen-year-old Marie. One evening at the beach, Louna seduces Laurent. Louna is in love, but for Laurent it was nothing more than a momentary distraction. Without revealing her lover's name, Louna confides in her father, who tries by any means to discover who his daughter's lover is. How long will the secret be able to be kept hidden?","Drama, Romance",https://image.tmdb.org/t/p/w500/fLwbV87gyp5h0BmV7tNtnkmFimL.jpg
207780,Antisocial,"Five university friends gather at a house party to ring in the New Year. Unbeknownst to them, an epidemic has erupted outside, causing outbreaks around the world. With nowhere else to turn, they barricade themselves indoors with only their phones, laptops, and other tech devices. They use their devices to research the possible cause of this outbreak. Information and video footage over flow their computers as they descend further into the cause and the ensuing chaos. As the virus spreads, the mood in the house changes from fear to paranoia. Who is safe? Who can they trust? Reality becomes blurred as they slowly discover the source of the virus causing the sickness...and there is no going back.","Horror, Thriller",https://image.tmdb.org/t/p/w500/8DjJo3yErc6lbWchtrOezNPe0xw.jpg
9344,Kids,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.","Drama, Crime",https://image.tmdb.org/t/p/w500/8qV8hUVCUnFIQKewzlhaFWhdszK.jpg
1259,Notes on a Scandal,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.","Drama, Romance",https://image.tmdb.org/t/p/w500/ieX6ZO2Kf2qjoIBXbQW5awivbhY.jpg
5236,Kiss Kiss Bang Bang,A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,"Comedy, Crime, Mystery, Thriller",https://image.tmdb.org/t/p/w500/aWfjIkpENFX6Uw82pET7EQ6jnrd.jpg
454615,Black Water,"A deep cover operative awakens to find himself imprisoned on a submarine. With the help of a fellow prisoner and an amateur agent, he must race against the clock to escape the vessel and expose who set him up.","Action, Thriller",https://image.tmdb.org/t/p/w500/tIcZAB5AmRN8fIDXfDZ2aUok9qa.jpg
22843,Evangelion: 2.0 You Can (Not) Advance,"Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.","Animation, Science Fiction, Action, Drama",https://image.tmdb.org/t/p/w500/7VLYN2CfJpB6PrcuzDKKqdGSUi6.jpg
538858,Tumbbad,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.","Fantasy, Horror",https://image.tmdb.org/t/p/w500/6qeRFImDskoIRkSCFatqeM2rM3k.jpg
1255350,Find Me Falling,"After a failed comeback album, a rock star retreats to a cliffside home on Cyprus, only to find his new life complicated by visitors — and an old flame.","Romance, Comedy, Music",https://image.tmdb.org/t/p/w500/pMWpIPJgL4lYNKxSVMRDFWITeMW.jpg
2332,Taxi 2,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,"Action, Comedy, Adventure, Crime",https://image.tmdb.org/t/p/w500/z0js1eYtKxfw4RBxiTukO7q66Rf.jpg
250388,Rampage: Capital Punishment,"A man takes over a TV station and holds a number of hostages as a political platform to awaken humanity, instead of money.","Action, Crime, Thriller",https://image.tmdb.org/t/p/w500/6CFQrSUUss1rnFqSpzLf4tx2TDo.jpg
403119,47 Meters Down,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",Horror,https://image.tmdb.org/t/p/w500/2IgdRUTdHyoI3nFORcnnYEKOGIH.jpg
271718,Trainwreck,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.","Comedy, Romance",https://image.tmdb.org/t/p/w500/wrY629UTCUAKLJ4CxQXz6DCE7pr.jpg
985,Eraserhead,"First-time father Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.","Horror, Fantasy",https://image.tmdb.org/t/p/w500/mxveW3mGVc0DzLdOmtkZsgd7c3B.jpg
339259,The Man with the Iron Heart,"With the Third Reich at its peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhard Heydrich, head of the Reich Security Main Office, the Gestapo and the architect of the Final Solution.","War, Action, History, Thriller",https://image.tmdb.org/t/p/w500/ZVQfCY2DgCjrm8w2saXvT8Ao3B.jpg
2046,The Gift,"Annie Wilson, young widow and mother of three, makes her living foretelling others' futures⁠—though her own has become cloudier than even she can see. Threatened by a client's violent husband and plagued by visions of a missing local woman, Annie finds herself pulled into a thicket of lies and deception in which her extraordinary gift may ultimately get her killed.","Horror, Drama, Thriller, Mystery",https://image.tmdb.org/t/p/w500/c9mrttn6IpvO5dymlxqCDKklMYd.jpg
780609,Men,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.","Horror, Thriller, Fantasy",https://image.tmdb.org/t/p/w500/jo1Kv3P3UgDVk7JnUFr2Cl8WWUM.jpg
69526,The Assassination Bureau,"In 1908 London, a women's rights campaigner discovers the Assassination Bureau Limited, an organization that kills for justice. When its motives are called into question, she commissions the assassination of its chairman. Knowing that his colleagues have recently become more motivated by greed than morality, he turns the situation into a challenge for his board members: kill him or be killed.","Comedy, Crime, Adventure",https://image.tmdb.org/t/p/w500/mAQ8z14i2UyAd3NrMFxbeGz6Kpj.jpg
17474,The Man in the Moon,"Maureen Trant and her younger sibling Dani share a strong connection, but local boy Court Foster threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.","Drama, Family, Romance",https://image.tmdb.org/t/p/w500/57r0TXlqV5GIn4h0Htgh81OZou9.jpg
518158,Leprechaun Returns,A group of unwitting sorority sisters accidentally awaken the serial-killing Leprechaun after they build a sorority house on his hunting grounds.,"Horror, Comedy",https://image.tmdb.org/t/p/w500/7kToQsV04Jel1ob7VJ471LDz7wD.jpg
76489,The Three Stooges,"Left on the doorstep of an orphanage run by nuns, three newborn knuckleheads grow up to be finger-poking, nyuk-nyuking janitors named Larry, Curly and Moe. When they learn that financial problems will soon force the only home they've ever known to close, the trio sets out to raise $830,000 in one month. Out in the world for the very first time, the three innocent bumblers become embroiled in a murder plot and find stardom on a TV reality show.",Comedy,https://image.tmdb.org/t/p/w500/b0nNQCL90RGTwjxLEFsFFLQZKNe.jpg
334074,Survivor,"A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.","Action, Crime, Mystery, Thriller",https://image.tmdb.org/t/p/w500/npyCpfYyYknFoY2iJPyfqp70FVX.jpg
